Class	Gene	LocusTag	t0	t1	t2	t	t4	t5	t6	t7	t8	g135	g150	g180
A	gntR	BSU40050	0	0.677398823	-0.242719517	-0.628510966	-0.814852974	-0.939836865	-1.213510925	-0.999852664	-1.283148327	2.291113941	3.077646281	1.943012083
A	gntZ	BSU40080	0	-1.96283705	-2.589293683	-2.25008662	-2.43761611	-3.103612023	-3.335224269	-3.182423299	-4.174109544	1.272776332	1.566399562	1.20555712
A	guaC	BSU32130	0	0.265904895	-2.027104027	-1.162368587	-0.044191265	-1.717573048	-1.970147728	-1.881867224	-1.439426642	1.592730606	1.076277821	1.789338721
A	lytH	BSU32340	0	-0.360034944	-0.476219455	0.471931847	3.149143121	6.111819704	5.67022846	5.517792438	5.724392444	0.412965675	0.902152106	0.887731227
A	malL	BSU34560	0	-1.070671251	-0.440684759	0.528518337	0.197551797	0.092217596	0.339694527	0.338433953	0.444968089	-0.764014994	-0.20158767	-0.686367162
A	mdxE	BSU34610	0	-0.352993433	0.19052404	-0.593998265	-0.74359052	-0.501635812	0.317756423	1.023230855	2.013739965	-1.317262918	-0.278103346	-1.120862454
A	mdxG	BSU34590	0	-0.698054399	-0.303765675	-1.099244734	-1.137246221	-1.105511401	-0.60211012	-0.341784139	0.601019114	-0.972021313	-0.035132837	-0.806478563
A	nupC	BSU39410	0	-0.956588847	-1.368842877	-2.704604711	-2.65720508	-2.491685007	-2.314210781	-2.575432097	-2.892046163	0.463404587	0.295843062	0.099362827
A	pdp	BSU39400	0	-1.245606323	-1.483185503	-2.729691577	-2.76527274	-2.493799257	-2.109910949	-2.53425081	-2.824475405	0.12546307	-0.05273749	-0.273562707
A	pgcM	BSU34550	0	-1.05559653	-0.273679306	0.512925342	0.277884263	0.283430235	0.772981414	0.808137298	0.937202419	-0.491919517	-0.096312267	-0.509137051
A	proJ	BSU18470	0	0.643463569	1.300218712	3.758329432	3.962687796	3.910232836	3.375054523	2.673473419	2.988212331	1.215831471	1.066538165	1.181147089
A	racE	BSU28390	0	-0.173422057	-0.341547517	-0.454608923	-0.93163891	0.042883767	1.479098473	1.365728623	1.426009173	1.067960468	0.873528498	0.991294423
A	ribH	BSU23250	0	2.450388227	0.027177943	0.287989093	0.23874337	0.539509293	1.796862781	1.957397767	2.109928625	0.87678959	1.658976205	0.641915237
A	rnc	BSU15930	0	-1.309648077	-0.877846343	-1.448249937	-1.739174597	-2.0623329	-2.741880049	-2.67620062	-3.154365303	0.196727817	-0.179388348	-0.07955911
A	rny	BSU16960	0	0.17659256	0.03907707	-0.13077621	-0.6585544	-1.187512763	-1.662699918	-1.657844367	-2.139399813	0.073681597	0.045848322	-0.107942627
A	smc	BSU15940	0	-1.44604424	-1.12628885	-1.587506073	-2.06916803	-2.350180175	-2.940965367	-2.735969332	-2.848086556	1.34981177	1.111570695	1.385100747
A	spoIISA	BSU12830	0	0.1088658	0.609120077	1.552432713	1.88642776	1.795059233	1.950671748	1.66966617	1.745304027	0.844100682	0.434495757	0.944486867
A	spoVFA	BSU16730	0	0.253937547	-0.25666233	2.04061078	2.060194424	7.019833707	8.462406608	8.26389244	8.189101112	1.416380112	0.876842194	1.458524102
A	spoVFB	BSU16740	0	0.222582528	-0.304440768	2.343730235	2.397958737	7.072748825	8.592684635	8.290655638	8.170654896	1.172994114	1.012854151	1.472225093
A	thiV	BSU13230	0	-2.516822303	-2.119237173	-2.410845477	-2.92779504	-3.12255099	-4.016495435	-4.094450061	-5.908616295	-5.540645105	-5.085662763	-5.219186121
A	thiW	BSU13220	0	-2.41188067	-2.17021921	-2.32296171	-2.88210186	-3.106275343	-3.870897336	-3.952122554	-5.47431605	-5.084088725	-5.161467536	-5.165310224
A	thiX 	BSU13210	0	-2.522476207	-2.434472613	-2.692513753	-3.207824907	-3.420248323	-4.073292689	-4.479697893	-5.823680978	-4.761683209	-4.91777819	-4.872678128
A	yfnD	BSU07310	0	0.357098017	-0.245912144	1.00789653	0.809729864	3.318876578	5.66866299	5.868257001	6.229342383	1.755102416	1.33952658	1.705109169
A	yfnE	BSU07300	0	0.26146456	-0.252922739	1.272386244	1.114290025	3.6227487	5.995000661	6.182891326	6.594555145	1.274770012	0.893947336	1.094428748
A	yfnF	BSU07290	0	0.36215254	-0.219993556	0.522901115	-0.007907559	0.064472738	3.634318215	5.6215917	6.5454684	1.026778903	0.825397212	1.018503098
A	yfnG	BSU07280	0	0.444744114	-0.171922429	0.544455391	-0.014740954	0.075490706	3.82750632	5.884104831	6.774295665	0.736114994	0.845217411	1.199239777
A	yhcO	BSU09165	0	0.08604746	-0.382715737	1.791721685	1.556516979	3.033930482	5.67118988	6.117524782	6.280562637	0.043166915	-0.817869889	-0.287597893
A	yhjQ	BSU10600	0	-0.278149009	-0.158880731	2.5884487	2.92275291	3.963739406	4.31493544	4.32534337	4.466897116	-0.028122119	0.05292026	0.090704461
A	yisI	BSU10730	0	1.139054523	3.293169888	2.584931538	2.990482901	3.689234694	4.307998801	3.928623794	4.062904958	-0.598356196	-0.864120694	-0.576767411
A	yisJ	BSU10740	0	-0.059145725	0.235051797	0.125931475	0.15525031	4.283279185	5.508926104	5.002111895	4.559764935	0.022796159	0.017793185	0.029525155
A	yitE	BSU10960	0	-0.015369331	0.936617225	4.012156691	3.003225652	3.120919393	2.323653656	2.791798636	2.687923049	-0.0200342	0.061418774	-0.070240892
A	yjqC	BSU12490	0	-0.900137175	-1.039996654	-1.665792007	-1.870017224	1.942438726	3.865284863	3.823596779	3.062263384	0.622348139	0.398476579	0.523538536
A	yjzB	BSU11320	0	0.194538785	0.334895787	0.395150186	0.94603606	1.385431351	4.974497935	6.711289714	7.447268649	0.849702106	0.508653594	0.756993557
A	ykoF	BSU13240	0	-2.222650683	-2.126375223	-2.348731663	-2.6719575	-2.99731946	-4.240411733	-3.954338047	-5.829654837	-5.437139409	-5.276487365	-5.314186373
A	ykoW	BSU13420	0	-0.560965242	-0.925366543	-1.667878687	-1.638729492	-1.356875961	-1.192640852	-2.077639282	-1.74122974	-2.316473142	-2.160894796	-2.23530093
A	ykoY	BSU13440	0	0.22081524	0.190914747	0.771686371	0.892102231	1.985368031	2.697940934	2.744148138	1.959215618	0.784784943	0.710107808	0.573594178
A	ykvQ	BSU13790	0	0.671116853	0.145417472	-0.03115316	-0.87008513	-0.29353544	2.519400971	3.49767906	4.277217597	1.129193805	0.995432095	1.141042256
A	ykzH	BSU13050	0	0.105252974	0.025249442	0.118077881	0.167940025	1.44890062	4.171864727	3.315090956	4.135411213	0.248810285	0.32974969	0.39348228
A	ykzI	BSU14660	0	-2.839956197	-2.219436309	-1.761812578	-1.606723114	0.796029553	3.998036862	4.136332033	4.312549008	-2.226184636	-2.610153409	-2.386847151
A	ylbE	BSU14980	0	0.173178067	-0.079164808	0.51255254	0.578363445	4.423131351	6.795846799	6.963295911	7.083330326	1.134407745	0.963603656	0.973339405
A	ymdB	BSU16970	0	-0.92172962	-1.008065493	-1.097684697	-1.87422243	-2.465199879	-2.557959626	-2.62861072	-3.364690771	0.453256258	0.512998448	0.578612513
A	ymfI	BSU16870	0	-1.582640459	-1.850760843	0.036165737	0.017154957	0.139887423	0.162293142	-0.06427404	-0.10507528	1.286669145	1.1126039	1.180942813
A	yojC	BSU19500	0	0.235116976	0.099720198	1.165557993	1.352295911	5.863065054	7.479548079	7.196551921	7.219482899	0.219272677	0.336225093	0.310033829
A	yojK	BSU19420	0	0.361034077	0.241908178	0.015567657	-0.050059789	-0.21604052	-0.223486617	-0.144316914	-0.022386245	-0.076467286	-0.084057806	-0.764280421
A	ypbH	BSU22970	0	1.327144613	0.704328373	0.407164067	0.07668724	2.088618467	3.565285917	3.50181103	3.573056632	0.160006812	0.075926332	0.183802047
A	yppG	BSU22250	0	0.522614994	0.406748575	2.632675093	3.581251179	5.270627383	7.293700247	7.590305453	7.708705081	0.690884449	0.608240211	0.848484634
A	ypqA	BSU22240	0	0.235902974	0.27130917	0.764626394	1.048075588	5.21700731	7.088321766	7.285648827	7.34630012	0.2581886	0.264526146	0.327899566
A	ypqP	BSU21670	0	1.130833146	0.458034696	0.254655946	-0.587088664	-0.799068465	1.957583621	3.291999566	3.631367655	0.35988996	0.133479735	0.131083083
A	yqaB	BSU26380	0	0.909628934	0.553094609	0.0607671	0.163258426	-0.100260595	-0.103125155	0.614312577	0.956554585	1.182631072	1.215917596	1.600576146
A	yqcI	BSU25820	0	0.494846592	0.166657992	0.973028748	1.369764932	6.54737906	7.618798429	7.774023913	7.037738913	0.721101921	0.550234635	0.785633209
A	yrhA	BSU27260	0	1.783625648	-0.650410285	-0.299785502	-0.488139281	1.322287856	2.596017762	1.257291326	1.830449811	1.399038101	1.166637546	1.58066295
A	yrpC	BSU26810	0	0.621353159	0.301775836	-0.659307187	-1.010120137	-1.19619207	-1.177747336	-0.189651797	-0.012865118	1.217129862	1.086757002	1.57876419
A	yrzA	BSU27290	0	-0.517811773	0.124586863	-0.369089343	0.166163693	1.055780793	2.364669229	1.99847435	1.571505267	-0.861242128	-0.900830233	0.81163036
A	ysmB	BSU28400	0	0.164343493	-0.171477697	-0.32428197	-0.65749517	0.269970013	1.500119928	1.657526887	1.36320099	1.051009725	1.105224595	1.382871623
A	ytaA	BSU30920	0	0.743057497	0.093139405	0.990084634	3.035027755	5.355667165	7.446767245	8.021881661	8.046565303	0.328881846	0.249666884	0.317294176
A	ytcA	BSU30860	0	0.164395787	-0.076958488	0.347372863	0.342856382	5.79463073	8.158530524	8.10798953	7.781070445	-0.062126952	-0.071499442	-0.012507559
A	ytcB	BSU30870	0	0.121657125	-0.094015861	0.373391078	0.367323544	5.443650932	7.895399257	7.694595538	7.524411588	0.00438733	-0.09391109	0.043459355
A	ytcC 	BSU30880	0	0.075357373	-0.11243829	0.378897026	0.373150682	5.420560596	7.779150557	7.608639529	7.380338911	0.012950434	-0.06750161	-0.092894919
A	ytdA	BSU30850	0	0.057354151	-0.090665923	1.146532218	1.911988476	4.190102603	6.187612515	6.060724783	6.268872616	0.08301648	0.186995012	0.072572305
A	ytlR	BSU29940	0	-0.443380297	-0.895506443	-1.215651117	-1.07478959	0.266118217	1.467045438	1.081397027	0.619176828	-0.791186742	-0.712905512	-0.826266293
A	ytvB	BSU30330	0	0.334993185	0.809346097	0.86824399	1.115600496	2.609935193	4.810086038	4.29538823	4.775525525	0.278232032	0.335325898	0.451334449
A	ytwI	BSU29150	0	-1.884295415	-2.534508054	-1.674877076	-1.432777197	0.554053657	1.870230813	1.444265183	1.306755638	0.563458983	0.431098393	0.521637793
A	ytxO	BSU30890	0	-0.161890892	-0.074548017	0.137711958	0.450047646	2.632687178	6.847441368	7.805483954	7.666965796	0.72253197	0.366384665	0.542950743
A	yueG	BSU31790	0	0.338663322	0.042369953	-0.220539156	-0.214048325	3.553219582	5.2536917	5.402834822	5.310514129	1.336970824	1.066249634	1.295563389
A	yunB	BSU32350	0	-0.381245725	-0.561115861	3.289456998	3.354831972	2.956365305	4.242654503	3.870946222	4.016622432	1.806068152	1.547940647	1.626879802
A	yuzF	BSU31820	0	1.60634622	0.780026703	1.136530977	0.739202167	2.685119207	4.915523956	5.111318957	5.260351612	0.487787487	0.229927258	0.43669715
A	yvdE	BSU34630	0	0.591104275	1.130831908	0.130134263	-0.076654213	-0.250700806	-0.142071355	-0.500636865	-0.320198823	-0.659609976	-0.650453749	-0.629858798
A	yvdF	BSU34620	0	0.14009145	0.558121065	-0.273196902	-0.413451921	-0.48997026	-0.133862123	-0.247089963	0.381892875	-0.846577013	-0.319742348	-0.760576022
A	yvdJ	BSU34580	0	-0.76576047	-0.272919207	-1.245540148	-1.375778314	-1.366486493	-1.041639364	-0.095808054	0.733474625	-0.872659108	-0.133927695	-0.855754399
A	yvdK	BSU34570	0	-0.846598018	-0.298367658	-1.163525899	-1.16084176	-1.155277819	-0.940044197	-0.453877571	0.073950805	-0.802533953	-0.053349567	-0.708467906
A	yvdO	BSU34530	0	0.683568215	0.1647557	2.104356196	1.698849256	2.033805452	5.206204398	5.341240086	6.188863259	0.524983333	0.337223667	0.384499938
A	yvgO	BSU33410	0	-1.439976642	-0.033938723	-0.68241995	-0.772218587	-0.831726022	-0.016939032	-1.196395168	-0.966613724	-1.931410471	-1.669386865	-1.682477819
A	ywdC	BSU38010	0	2.031935316	1.729066417	1.179297768	0.842575713	1.195898142	0.098050723	0.25283259	-0.681418463	1.466474101	1.400881537	1.412401425
A	ywkF	BSU36990	0	-0.610845227	-1.568926392	-0.980932836	-0.738920321	1.173176827	3.150808636	2.780717723	2.903815675	1.837980175	1.335393	1.661404833
A	ywnF	BSU36580	0	0.938543001	1.162498391	2.499770014	2.300740271	2.857475031	3.670069684	3.527147834	3.157368524	0.898559694	0.751854959	1.127291078
A	ywrJ	BSU36040	0	0.542539529	0.321148637	1.686256876	2.09034114	4.973025278	7.500442339	7.523509664	7.161242254	0.617340489	0.499018835	0.727392069
A	ywrK	BSU36030	0	0.134382342	-0.370297956	0.070152417	-1.12536865	-1.035265862	3.142139922	4.784103037	5.695955517	0.283687298	-0.378385192	-0.143951364
A	yyaO	BSU40790	0	0.358090211	0.689735564	0.20103259	0.423598204	0.249257497	0.346934283	0.946162702	1.504660411	0.456356692	0.163724721	0.651397894
B	acoR	BSU08100	0	0.89247559	0.38906555	0.209987603	0.80167497	1.292021437	1.670444773	1.61138835	1.778966538	-1.392061339	0.0127855	-1.544302727
B	adhB	BSU26970	0	-0.05892404	-0.099886989	2.12860502	4.790167656	5.888755389	5.346378893	5.690532716	5.557648141	0.12435093	0.011334572	0.09558575
B	bpsA	BSU22050	0	-0.404873358	-0.541845353	1.894878066	3.625073234	3.998987361	3.935518341	4.053119514	4.304145104	-0.297660657	-0.09504588	0.05266233
B	ccpB	BSU40870	0	0.035615489	0.379303469	-0.294460843	-0.61853036	-0.772371004	-1.138666626	-1.228608426	-1.325084387	0.110902602	0.352240706	0.426265551
B	chaA	BSU07920	0	-1.634690582	-1.506994733	1.054788106	1.373886368	1.486216235	1.787479452	0.858582156	0.932745043	-1.625460347	-1.351654771	-1.351379615
B	csbX	BSU27760	0	-1.00266245	-0.681363197	-1.462426642	-1.450457002	-1.121570447	-1.411119351	-1.694085005	-2.490806319	-2.205024348	-1.187626209	-2.612812267
B	csfG	no locus tag	0	-0.66218476	-0.974089223	-1.115296287	-0.770444243	-1.710821937	-1.7232746	-1.30624387	-1.315248455	0.6246114	0.29999039	0.534970873
B	dnaA	BSU00010	0	1.230834947	0.222154777	-1.063716603	-1.57594783	-2.17923147	-2.974950453	-2.756101113	-3.597676888	1.605595417	1.615752482	1.683966667
B	dnaN	BSU00020	0	0.795789343	-0.4745829	-1.67338674	-2.24088389	-2.711970507	-3.130421725	-3.303829863	-3.559073047	1.462890707	1.493103532	1.50215824
B	exoA	BSU22010	0	-0.056842873	-0.158841693	-0.285060715	-0.38340297	-1.295815983	-0.971893059	-0.474682957	-0.36616326	1.00919251	0.602989905	0.968406573
B	gerD	BSU01550	0	-0.10566456	0.296568525	3.645026086	5.397346096	6.547762203	6.333825941	6.267331726	6.812761895	0.677323792	0.671999443	0.901446097
B	gpr	BSU25540	0	-0.309992255	-0.12904938	4.254228193	4.814151483	4.616015926	4.759081557	4.474071316	4.748076829	-0.302863042	-0.22128767	-0.232198946
B	lytD	BSU35780	0	-0.47948637	-1.278790087	-2.962790891	-3.179942254	-3.018383332	-3.210571127	-4.077434448	-3.77157345	-3.122748636	-2.865437856	-3.071705947
B	mutY	BSU08630	0	-0.365998517	-0.829835072	-1.45491698	-1.840739532	-2.087797153	-0.91404199	-1.521376955	-1.087643932	1.552515177	1.594772612	1.53404188
B	nfo	BSU25130	0	-1.000615117	-1.033234693	-1.038604213	-1.335516047	-2.29063482	-2.362975939	-1.84304932	-2.297719762	0.868804863	0.444179493	0.62589715
B	pbpF	BSU10110	0	-0.900112391	-0.807333085	0.01482373	1.082859976	1.028992566	1.73586328	1.441550682	1.475837054	1.391005639	1.241238354	1.389383399
B	pbpG	BSU37510	0	-0.260018959	0.563189715	4.573320694	4.452789468	3.924255391	4.36971607	4.288355764	4.340485626	-0.06479049	0.077826146	0.206354337
B	pdaA	BSU07980	0	0.740615427	0.4545329	2.05963482	4.11150322	5.677253407	5.373248741	5.427591513	5.442676333	2.573277448	2.314530793	2.71777751
B	phoA	BSU09410	0	1.339863197	0.987771376	1.75102689	3.577182528	4.346208428	4.313121231	4.127722491	4.447721008	0.438513941	0.788437825	0.641743061
B	prkD	BSU02030	0	0.285641821	0.413816729	-0.956380174	-1.148493433	-1.224293308	-1.06836202	-1.37722627	-1.351352974	0.737305018	0.634229554	0.899150558
B	rsfA	BSU37620	0	-1.873864993	1.868626269	5.601367532	5.356720076	4.708487236	4.30667439	4.474350186	4.040693739	-1.944106443	-1.556586183	-1.567289281
B	safA	BSU27840	0	-1.39794746	-0.500502973	2.143447833	2.37994845	2.352450803	2.19482057	2.161188227	2.011197583	-5.190858179	-5.348116544	-5.06108005
B	sigF	BSU23450	0	1.425783892	5.747120319	5.665840769	5.520358365	4.872880049	4.519947212	5.092678192	4.81007305	-1.990842193	-1.944952974	-1.733145787
B	splA	BSU13920	0	-1.544916976	-1.506025774	-0.277404399	1.785819829	2.395675342	2.428141761	2.369722432	2.292543682	1.830552977	1.319388662	1.559902729
B	splB	BSU13930	0	-1.693453036	-1.72090285	-0.364380484	1.967371748	3.530950805	3.223368835	3.350749692	3.293684325	1.850456815	1.30023897	1.563572862
B	spoIIAA	BSU23470	0	1.530562702	5.701749199	5.742573362	5.664536125	4.869009049	4.353870469	4.788706322	4.356056014	-2.254804025	-2.01044343	-2.156494359
B	spoIIAB	BSU23460	0	1.343421377	5.760239097	5.517013567	5.514080854	4.700015924	4.206420177	4.73146809	4.374769949	-2.350742317	-1.918502354	-2.187770321
B	sspC	BSU19950	0	-0.035379058	0.175517658	5.355303098	7.214764808	7.245741761	7.140280463	7.578952788	8.040518278	-0.009222893	-0.479837298	-0.14057249
B	sspE	BSU08660	0	-0.294370753	-0.9071513	1.292733213	2.32180855	2.299164313	2.264694093	2.292955517	2.368815552	0.823396407	0.594175962	0.60006047
B	sspF	BSU00450	0	-1.797577818	-2.358079986	-1.909190333	-0.784960033	1.98113761	2.866686328	3.120547337	3.893125835	0.981889965	-0.079493865	0.853597523
B	sspH	BSU08110	0	0.85311741	0.380099877	1.848030733	3.817346593	4.43037026	3.852807107	3.968314747	3.99330688	-0.994842006	0.048080855	-1.308526765
B	sspI	BSU28660	0	0.049796654	0.053390087	2.901768897	5.434838041	6.090794178	5.875365344	6.003967411	6.494314686	0.152119517	0.315809294	0.573580422
B	sspJ	BSU33340	0	-0.42515824	-0.258574349	2.792029117	6.348810782	7.601237918	7.580241677	7.626150928	7.621147087	1.804210102	1.010844114	1.250872303
B	sspK	BSU08550	0	0.097954833	-0.018648513	1.445109107	3.667712457	7.01318928	7.031980359	6.702441203	7.391797955	0.449511896	0.114365427	-0.00900254
B	sspL	BSU22000	0	0.34935712	0.72004523	1.068073603	2.220647953	3.435659227	2.647306151	2.58614337	3.251127508	-0.296868962	-0.317137177	-0.356182407
B	sspM	BSU22290	0	0.091659356	0.32490347	2.015675837	5.032284882	6.524073606	6.341918793	5.865283892	6.790096902	-0.078987485	0.182267162	0.267239839
B	sspN	BSU18020	0	-0.881799256	-0.239505576	4.91573668	5.87849789	7.44254963	7.437270178	7.397887733	7.43756555	0.15906295	-1.044087423	-0.605299132
B	stoA	BSU13840	0	-0.401810285	-0.007895911	4.1951627	3.707834204	3.779618094	3.992742049	3.746192937	4.347091449	1.246853997	0.998129182	1.71962404
B	subA	BSU00540	0	-0.364157683	-0.903298267	1.572672987	1.90379492	2.161683767	1.839110036	2.012720197	1.79498854	0.609755455	0.492136675	0.612670137
B	tepA	BSU16790	0	-0.359341017	-0.566415614	2.70784114	4.24945229	4.854441513	4.52065882	4.491146343	4.733366913	1.583901303	1.22654052	1.70459975
B	tlp	BSU18030	0	-0.64780979	-0.114646717	5.007975215	5.794291572	7.736245479	7.7021601	7.693897275	7.780588227	0.53598767	-0.667868092	-0.526703098
B	ybaK 	BSU01520	0	0.46719653	0.143053408	0.481712886	2.061323669	5.021129489	4.80365097	4.709201489	4.759481166	0.368000495	0.38368767	0.469963569
B	ycgI	BSU03120	0	0.110791388	-0.142805143	1.293579615	3.137712206	3.451903903	3.54716586	2.78782658	3.265114187	0.885564002	0.833252664	0.882590768
B	ycgL	BSU03190	0	1.349400496	-1.086510409	2.121485129	3.721329119	4.385724412	3.805960699	3.138348699	3.50148473	0.393917534	0.709619393	0.453658303
B	ydcP	BSU04850	0	0.577598761	1.398003966	0.36907658	0.248778563	0.244575961	0.426179554	-0.048395663	0.296813755	1.065448141	1.240705948	1.387388972
B	yebD	BSU06390	0	-1.783678439	2.623951301	0.349731415	1.451104211	1.321073731	1.397467121	1.887211711	2.029792378	-2.624798514	-2.662764313	-2.432163941
B	yfhE	BSU08500	0	-0.684391202	-5.16733E-05	4.526475834	5.308101237	4.819743987	4.306119124	4.656051921	4.650051176	-0.005534325	-0.130067039	0.058457992
B	yfhF	BSU08510	0	-0.668882404	-0.541200496	-0.696451921	-0.573000992	0.074257683	0.165229905	-0.316740025	-0.086341822	-0.008117007	0.00706487	0.054043742
B	yfhS	BSU08640	0	-0.145326766	0.059225341	1.857041635	5.059219454	6.240485007	6.154979511	6.350396654	6.598990239	0.447278997	0.158619517	0.488669393
B	yfkD	BSU07930	0	-0.700308054	-0.636046964	3.067510656	4.596243989	5.661242876	5.263493557	5.338755636	5.594640796	0.32587658	0.224615985	0.565211648
B	yfkQ 	BSU07790	0	-0.002405142	-0.108494424	1.270804895	2.658694239	3.639690706	3.485661193	3.007646282	3.123196346	0.452388538	0.972003966	0.650450124
B	yfkR 	BSU07780	0	-0.102415985	-0.142073358	1.194037919	2.701633705	3.399691079	3.442002353	3.057713505	3.279022859	0.591074721	0.956242193	0.847733519
B	ygaB	BSU08670	0	0.388701239	5.270300311	4.095347585	4.123340395	3.460902231	2.092646676	3.336538355	2.439474103	-1.483829152	-1.118083147	-0.951917224
B	ygzA	BSU08770	0	0.12073705	0.108333705	1.69422788	3.431986122	3.297388725	3.589764788	3.927621685	4.4539974	3.302294055	2.812633455	3.642356628
B	yhbJ	BSU09000	0	-2.242839032	-2.546028252	-0.460179676	1.811716113	2.87936109	2.352280421	2.934943123	2.610075153	4.484242813	4.107100063	3.716980793
B	yhcA	BSU09010	0	-2.721847708	-3.116671933	-0.963039283	1.156654897	2.31010533	1.824186038	2.442144483	1.904777385	4.06242274	3.509045605	3.09110186
B	yhcB	BSU09020	0	-2.442393556	-2.730043246	-0.024568277	1.38354796	2.532324413	2.323277966	2.683235443	2.30723259	4.14358538	3.458656475	3.01095874
B	yhcC	BSU09030	0	-1.796134075	-2.003181783	0.054825403	1.405655515	2.526607932	2.709089924	3.067123172	2.934407192	4.584066292	3.128108487	2.907338912
B	yhcM	BSU09140	0	-0.88266865	-0.568690025	3.355671749	4.737718959	5.835815239	6.096988558	5.992217966	6.610453776	-0.942446221	-0.798147244	-0.428990211
B	yhcN	BSU09150	0	-0.236667782	-0.7850171	3.080552789	6.339543992	7.420335689	7.148691821	7.147572242	7.248099321	-0.608199938	-0.702254957	-0.318209417
B	yhcQ	BSU09180	0	0.293713383	0.372957806	3.605010534	6.492732963	7.967153533	7.314363444	7.188134943	7.409052909	0.387395291	0.055784975	0.064468587
B	yhcV	BSU09230	0	-0.663226642	-0.727438786	2.385872243	4.537917967	7.443469267	7.562096447	7.280428874	7.510970941	1.570707839	0.361554585	0.6880171
B	yhdC	BSU09360	0	-0.457129863	-0.364248699	2.050615242	4.203430977	4.694843247	4.421623955	4.484830977	4.700883396	0.314135161	0.419708488	0.223903966
B	yisY	BSU10900	0	0.249546096	0.217757125	3.22345415	4.00015836	4.310963694	4.897984116	4.630644734	4.556372244	0.872197522	0.81909176	0.790200248
B	yitF	BSU10970	0	-0.447832466	-0.565515489	1.280583891	3.438534322	4.598068462	4.790960636	4.747893802	5.062962361	0.908131412	0.750107435	0.837941388
B	yitG	BSU10980	0	-0.394553904	-0.435783581	1.502285378	3.740648821	4.726617101	4.68219496	4.594576828	4.776723168	1.145058116	1.004863693	1.04365539
B	yjbO	BSU11620	0	-0.511498883	-0.428169267	-0.60740099	-0.851600867	-0.627009043	-0.871477736	-0.92413705	-1.299240211	0.912897525	0.700683025	0.64144771
B	ykoS	BSU13380	0	0.033215489	-0.11702057	2.33921326	4.651199627	5.118600497	5.022284903	5.197822673	5.254458982	0.234752664	0.27049588	0.294272119
B	ykoT	BSU13390	0	-0.146172243	-0.30174399	2.23038228	4.498837548	4.616188601	4.737445311	5.060050805	4.764881781	0.181265056	0.151304275	0.139298513
B	ykvU	BSU13830	0	0.015602974	0.895576208	4.953682527	3.927215737	3.422971437	2.490873501	2.357500495	1.565030762	0.733689405	0.482426115	0.630786121
B	ykzD	BSU13290	0	0.067589591	-0.01350508	2.199209171	5.065922306	5.756791946	5.51719971	5.642362083	6.277048386	0.6527272	0.60270917	0.562535564
B	ylaJ	BSU14800	0	0.806900991	2.209778937	3.592109167	5.713183394	6.53230136	5.866418091	6.21282689	6.190147774	0.149654089	0.328716542	0.522815861
B	ymfD	BSU16825	0	0.263718464	-0.631701735	1.392364189	3.696302603	4.812899877	4.696666314	4.76239108	5.07243656	1.225770384	1.075239715	1.058915118
B	ymfJ	BSU16880	0	-1.60E+00	-1.561785874	3.588503593	5.370852293	5.382358987	5.352981204	5.413944113	5.414960597	1.069960967	0.698646467	1.029837173
